id,year_birth,education,marital_status,income,income_r$,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,age
1502,1983,graduation,together,"R$ 28.427,00","2842700,00%",1,0,,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42
6211,1976,phd,together,"R$ 37.395,00","3739500,00%",1,0,2014-02-05,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,49
843,1971,graduation,married,"R$ 64.722,00","6472200,00%",1,0,,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,54
4174,1956,master,together,"R$ 55.249,00","5524900,00%",0,1,,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,69
9757,1972,graduation,together,"R$ 84.906,00","8490600,00%",0,0,2013-04-10,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,53
6918,1989,graduation,married,"R$ 28.691,00","2869100,00%",1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36
286,1952,graduation,single,"R$ 44.213,00","4421300,00%",1,1,,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,73
11086,1984,basic,single,"R$ 25.707,00","2570700,00%",1,0,,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41
1921,1967,phd,married,"R$ 59.062,00","5906200,00%",2,1,2013-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,58
4138,1962,graduation,single,"R$ 76.624,00","7662400,00%",0,1,,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,63
7718,1947,master,together,"R$ 66.000,00","6600000,00%",0,0,,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,78
1291,1978,phd,together,"R$ 27.683,00","2768300,00%",1,0,2012-04-08,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,47
6862,1971,graduation,divorced,"R$ 1.730,00","173000,00%",0,0,,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,54
4136,1992,basic,single,"R$ 7.500,00","750000,00%",1,0,2012-03-12,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,33
803,1968,graduation,together,"R$ 40.521,00","4052100,00%",1,1,2013-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,57
4298,1973,phd,together,"R$ 20.427,00","2042700,00%",1,0,,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52
10833,1975,graduation,married,"R$ 65.106,00","6510600,00%",0,1,,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,50
9606,1965,phd,married,"R$ 69.969,00","6996900,00%",0,0,,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,60
8534,1952,graduation,married,"R$ 67.433,00","6743300,00%",0,2,,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,73
5153,1967,phd,married,"R$ 77.766,00","7776600,00%",0,1,,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,58
961,1972,graduation,married,"R$ 74.716,00","7471600,00%",0,1,2013-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,53
5011,1963,graduation,divorced,"R$ 68.118,00","6811800,00%",0,1,,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,62
6653,1970,phd,married,"R$ 55.158,00","5515800,00%",1,1,,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,55
9094,1955,2n cycle,married,"R$ 62.972,00","6297200,00%",0,1,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,70
810,1975,graduation,married,"R$ 74.190,00","7419000,00%",0,1,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,50
5493,1976,graduation,married,"R$ 39.356,00","3935600,00%",1,1,,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49
2147,1969,graduation,together,"R$ 76.653,00","7665300,00%",0,0,,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,56
5107,1973,phd,divorced,"R$ 35.860,00","3586000,00%",1,1,,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,52
3979,1983,phd,divorced,"R$ 90.687,00","9068700,00%",0,0,,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,42
6049,1982,master,together,"R$ 73.450,00","7345000,00%",0,0,2013-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,43
8147,1960,graduation,married,"R$ 31.454,00","3145400,00%",1,1,2013-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,65
1857,1952,graduation,single,"R$ 47.139,00","4713900,00%",1,1,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,73
3910,1975,graduation,divorced,"R$ 83.829,00","8382900,00%",0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50
5207,1963,phd,married,"R$ 53.378,00","5337800,00%",1,1,,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,62
11114,1970,graduation,together,"R$ 19.656,00","1965600,00%",1,0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,55
5429,1948,phd,married,"R$ 45.579,00","4557900,00%",0,1,,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77
9400,1958,2n cycle,single,"R$ 85.485,00","8548500,00%",0,0,,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,67
1740,1944,graduation,married,"R$ 55.956,00","5595600,00%",0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,81
7488,1963,master,single,"R$ 64.191,00","6419100,00%",0,1,,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,62
195,1972,graduation,single,"R$ 38.808,00","3880800,00%",1,0,,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,53
635,1966,master,married,"R$ 57.183,00","5718300,00%",1,1,,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,59
7527,1968,master,divorced,"R$ 23.748,00","2374800,00%",1,0,,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,57
10319,1971,graduation,married,"R$ 66.303,00","6630300,00%",0,1,,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,54
2296,1975,master,married,"R$ 37.368,00","3736800,00%",1,0,,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50
10637,1964,graduation,married,"R$ 40.800,00","4080000,00%",1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,61
2931,1978,graduation,divorced,"R$ 71.847,00","7184700,00%",0,0,,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,47
907,1975,graduation,married,"R$ 46.149,00","4614900,00%",0,1,,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,50
3698,1983,graduation,together,"R$ 78.687,00","7868700,00%",0,0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,42
9516,1971,2n cycle,divorced,"R$ 49.118,00","4911800,00%",0,0,,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,54
679,1957,phd,married,"R$ 37.633,00","3763300,00%",1,1,,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,68
7384,1951,master,together,"R$ 39.767,00","3976700,00%",0,0,,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,74
5043,1951,basic,married,"R$ 26.997,00","2699700,00%",0,0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,74
5267,1970,graduation,divorced,"R$ 33.986,00","3398600,00%",1,0,,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,55
339,1972,phd,married,"R$ 57.091,00","5709100,00%",0,1,,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,53
2516,1969,2n cycle,married,"R$ 46.831,00","4683100,00%",1,1,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,56
9010,1972,master,married,"R$ 83.151,00","8315100,00%",0,0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,53
378,1971,graduation,married,"R$ 52.531,00","5253100,00%",0,0,,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,54
4808,1956,graduation,married,"R$ 15.759,00","1575900,00%",0,0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,69
5068,1971,graduation,single,"R$ 22.804,00","2280400,00%",1,0,,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,54
7628,1973,2n cycle,married,"R$ 43.050,00","4305000,00%",1,0,,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,52
7128,1977,phd,single,"R$ 42.997,00","4299700,00%",1,1,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48
2811,1963,phd,single,"R$ 48.918,00","4891800,00%",1,1,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62
3551,1954,master,together,"R$ 60.033,00","6003300,00%",0,1,,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,71
1663,1978,phd,together,"R$ 34.043,00","3404300,00%",1,0,,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,47
5543,1966,graduation,together,"R$ 57.811,00","5781100,00%",0,1,,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,59
1577,1946,graduation,married,"R$ 78.569,00","7856900,00%",0,0,,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,79
10641,1978,graduation,single,"R$ 7.500,00","750000,00%",1,1,,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,47
5336,1971,master,together,"R$ 157.733,00","15773300,00%",1,0,2013-04-06,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,54
6024,1953,graduation,together,"R$ 94.384,00","9438400,00%",0,0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,72
1878,1985,2n cycle,married,"R$ 23.148,00","2314800,00%",0,0,,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40
3099,1970,graduation,divorced,"R$ 44.267,00","4426700,00%",1,1,,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,55
6055,1979,graduation,married,"R$ 71.626,00","7162600,00%",0,0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,46
5841,1966,graduation,together,"R$ 60.894,00","6089400,00%",0,1,,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,59
3972,1976,graduation,together,"R$ 50.200,00","5020000,00%",1,1,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,49
4394,1965,phd,married,"R$ 81.051,00","8105100,00%",0,0,,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,60
5758,1982,graduation,married,"R$ 65.169,00","6516900,00%",0,0,,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,43
6658,1972,graduation,together,"R$ 59.868,00","5986800,00%",0,1,,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,53
4603,1960,phd,married,"R$ 65.695,00","6569500,00%",0,1,,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,65
8427,1956,master,single,"R$ 64.857,00","6485700,00%",0,0,,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,69
10260,1965,master,together,"R$ 45.143,00","4514300,00%",0,1,,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,60
7143,1955,2n cycle,together,"R$ 74.805,00","7480500,00%",0,1,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70
8789,1989,2n cycle,married,"R$ 59.060,00","5906000,00%",1,0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,36
6197,1962,phd,single,"R$ 27.238,00","2723800,00%",1,1,,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,63
4554,1965,graduation,together,"R$ 47.009,00","4700900,00%",0,1,2013-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,60
4937,1973,2n cycle,married,"R$ 46.094,00","4609400,00%",1,1,2014-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,52
1920,1972,graduation,married,"R$ 40.321,00","4032100,00%",1,1,,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53
8749,1984,graduation,together,"R$ 37.235,00","3723500,00%",1,0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,41
1650,1960,master,married,"R$ 81.843,00","8184300,00%",0,0,,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,65
10377,1958,master,together,"R$ 46.692,00","4669200,00%",0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,67
9206,1968,graduation,together,"R$ 77.382,00","7738200,00%",0,1,2014-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,57
10971,1977,graduation,single,"R$ 37.774,00","3777400,00%",2,0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,48
6398,1974,basic,married,"R$ 18.393,00","1839300,00%",1,0,,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,51
9212,1962,master,married,"R$ 72.828,00","7282800,00%",0,1,,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,63
7937,1982,graduation,married,"R$ 24.711,00","2471100,00%",0,0,,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,43
839,1975,phd,married,"R$ 45.503,00","4550300,00%",1,0,,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,50
4246,1982,master,single,"R$ 6.560,00","656000,00%",0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,43
158,1945,phd,together,"R$ 71.604,00","7160400,00%",0,0,,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,80
4832,1979,graduation,married,"R$ 27.244,00","2724400,00%",1,0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,46
5621,1969,graduation,married,"R$ 48.752,00","4875200,00%",1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,56
1945,1962,graduation,married,"R$ 71.434,00","7143400,00%",0,1,,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,63
5147,1948,graduation,single,"R$ 90.842,00","9084200,00%",0,0,,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,77
2535,1978,master,married,"R$ 88.097,00","8809700,00%",1,0,,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,47
11039,1975,graduation,married,"R$ 51.948,00","5194800,00%",0,1,,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,50
9495,1982,graduation,together,"R$ 71.853,00","7185300,00%",0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43
9635,1983,master,married,"R$ 35.876,00","3587600,00%",0,0,,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,42
2173,1952,graduation,widow,"R$ 40.049,00","4004900,00%",0,1,,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,73
942,1982,graduation,single,"R$ 39.660,00","3966000,00%",1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,43
9386,1962,graduation,together,"R$ 50.127,00","5012700,00%",0,1,,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,63
5510,1977,master,married,"R$ 43.263,00","4326300,00%",0,1,,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,48
873,1949,master,married,"R$ 62.845,00","6284500,00%",1,1,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,76
2253,1990,graduation,married,"R$ 18.929,00","1892900,00%",0,0,,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,35
5181,1982,basic,single,"R$ 24.367,00","2436700,00%",1,0,,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,43
979,1975,graduation,single,"R$ 33.249,00","3324900,00%",1,0,,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,50
10390,1959,2n cycle,married,"R$ 26.887,00","2688700,00%",0,1,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,66
4698,1983,phd,married,"R$ 50.150,00","5015000,00%",0,0,,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,42
7793,1976,graduation,together,"R$ 62.061,00","6206100,00%",0,1,,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,49
1745,1962,phd,divorced,"R$ 85.696,00","8569600,00%",0,0,2013-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,63
10590,1956,phd,together,"R$ 76.542,00","7654200,00%",0,0,,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,69
5080,1993,graduation,single,"R$ 70.515,00","7051500,00%",0,0,,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,32
8369,1987,graduation,together,"R$ 18.227,00","1822700,00%",1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,38
5232,1965,graduation,married,"R$ 69.139,00","6913900,00%",0,1,,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,60
2407,1982,graduation,married,"R$ 69.109,00","6910900,00%",0,0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,43
3834,1962,graduation,single,"R$ 69.627,00","6962700,00%",0,1,,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,63
7912,1978,graduation,married,"R$ 38.136,00","3813600,00%",1,0,,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,47
7712,1946,phd,single,"R$ 62.159,00","6215900,00%",0,0,,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,79
1065,1963,graduation,single,"R$ 80.695,00","8069500,00%",0,0,,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,62
7275,1971,master,single,"R$ 33.316,00","3331600,00%",1,1,2013-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,54
1343,1968,graduation,together,"R$ 58.554,00","5855400,00%",1,1,,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,57
1384,1992,basic,married,"R$ 17.256,00","1725600,00%",1,0,,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,33
9967,1974,graduation,divorced,"R$ 53.034,00","5303400,00%",1,1,,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,51
6181,1950,2n cycle,together,"R$ 52.203,00","5220300,00%",0,0,,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,75
10507,1977,2n cycle,divorced,"R$ 59.601,00","5960100,00%",0,1,,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,48
2674,1958,master,single,"R$ 75.154,00","7515400,00%",0,1,2012-04-09,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,67
2698,1976,graduation,single,"R$ 47.025,00","4702500,00%",0,1,2013-07-11,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,49
3231,1973,graduation,married,"R$ 37.971,00","3797100,00%",1,0,,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52
4096,1968,master,divorced,"R$ 41.335,00","4133500,00%",1,0,,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,57
10476,1958,graduation,married,"R$ 67.267,00","6726700,00%",0,1,,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,67
5948,1975,graduation,single,"R$ 57.338,00","5733800,00%",0,1,,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,50
9140,1960,2n cycle,together,"R$ 50.523,00","5052300,00%",1,1,,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,65
10258,1965,master,single,"R$ 35.791,00","3579100,00%",2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,60
5675,1960,phd,divorced,"R$ 50.611,00","5061100,00%",0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,65
4743,1969,phd,married,"R$ 56.242,00","5624200,00%",0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,56
8805,1960,graduation,single,"R$ 48.904,00","4890400,00%",0,1,2012-02-12,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,65
1542,1975,graduation,single,"R$ 56.243,00","5624300,00%",1,2,,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,50
6770,1985,graduation,married,"R$ 21.355,00","2135500,00%",1,0,,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,40
8773,1971,master,together,"R$ 57.420,00","5742000,00%",0,1,,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,54
10475,1970,master,together,,,0,1,2013-01-04,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,3,11,0,55
10420,1955,master,divorced,"R$ 46.390,00","4639000,00%",0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,70
7514,1956,2n cycle,together,"R$ 54.342,00","5434200,00%",1,1,2013-03-07,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,69
2902,1958,graduation,together,,,1,1,2012-03-09,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,67
4345,1964,2n cycle,single,,,1,1,2014-12-01,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,61
793,1973,graduation,married,"R$ 20.895,00","2089500,00%",1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,52
10909,1948,graduation,married,"R$ 92.344,00","9234400,00%",0,0,,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,77
3769,1972,phd,together,,,1,0,2014-02-03,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53
8702,1976,2n cycle,together,"R$ 26.907,00","2690700,00%",1,1,,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49
4791,1980,graduation,together,"R$ 44.964,00","4496400,00%",1,1,,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,45
2963,1979,graduation,together,"R$ 75.507,00","7550700,00%",0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,46
8216,1972,master,married,"R$ 53.761,00","5376100,00%",1,1,2013-11-10,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,53
8140,1973,graduation,together,"R$ 22.682,00","2268200,00%",1,0,2013-03-10,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,52
10146,1972,phd,together,"R$ 38.887,00","3888700,00%",1,0,2014-02-03,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53
5289,1975,2n cycle,single,"R$ 41.658,00","4165800,00%",1,1,2012-09-11,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,50
2587,1972,phd,married,"R$ 29.791,00","2979100,00%",1,0,,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,53
4405,1956,master,married,"R$ 63.915,00","6391500,00%",0,2,,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,69
8663,1974,graduation,divorced,"R$ 39.996,00","3999600,00%",1,1,,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,51
2589,1972,graduation,divorced,"R$ 26.759,00","2675900,00%",1,0,2014-07-02,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,53
3421,1968,master,divorced,"R$ 63.841,00","6384100,00%",0,1,,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,57
10490,1969,phd,married,"R$ 51.039,00","5103900,00%",1,1,2012-10-12,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,3,11,0,56
4094,1961,graduation,married,"R$ 60.544,00","6054400,00%",1,1,,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,64
9958,1972,graduation,married,"R$ 65.685,00","6568500,00%",0,1,,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,53
2534,1953,graduation,married,"R$ 37.716,00","3771600,00%",0,1,,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,72
